author,date,content
Gracie_Freeman,"May 19, 2023, 2:33 pm ",>1179 Shaarkboy:  wait what???
SilverBishop,"May 19, 2023, 2:33 pm ","AS A FREAKIN JOKE I DIDN'T SAY ""LOVE YOU BABE OR ANYTHING LIKE THAT!!!!"""
AClown,"May 19, 2023, 2:33 pm ",>1180 SilverBishop:  I think they think you and Gracie are together-
Gracie_Freeman,"May 19, 2023, 2:33 pm ",>1180 SilverBishop:  Yall leave Silver alone. He dont even know abinadiyinyang
Shaarkboy,"May 19, 2023, 2:33 pm ",>1182 Gracie_Freeman:  I saw it in the chat
SilverBishop,"May 19, 2023, 2:34 pm ",The only person here I could even remotely catch feelings for is Kitpup or AClown honestly-
Gracie_Freeman,"May 19, 2023, 2:34 pm ",">1184 AClown:  No were not, were just friends"
ruby_x1,"May 19, 2023, 2:34 pm ",I'm genuinely confused rn...
SilverBishop,"May 19, 2023, 2:34 pm ",And I just exposed myself TvT
Gracie_Freeman,"May 19, 2023, 2:34 pm ",>1186 Shaarkboy:  I say i love you to my friends all the time its no big deal
Gracie_Freeman,"Edited: May 19, 2023, 2:35 pm ",>1187 SilverBishop:  kitpup is awesomeeeeee. she wrote a song to me that she liked me. i feel bad bc i cant find our chat anymore :(
Shaarkboy,"May 19, 2023, 2:35 pm ",>1185 Gracie_Freeman:  I saw u give him your snap
Gracie_Freeman,"May 19, 2023, 2:35 pm ",>1192 Gracie_Freeman:  so?
AClown,"May 19, 2023, 2:35 pm ",>1193 Shaarkboy:  I also have Gracie's snap-?
SilverBishop,"May 19, 2023, 2:36 pm ",There interesting I like a person who won't poor out everything about themselves and let me learn about them on my own-
AClown,"May 19, 2023, 2:36 pm ",>1196 SilverBishop:  Who-??
Gracie_Freeman,"May 19, 2023, 2:37 pm ",>1195 AClown:  Literally its no big deal
SilverBishop,"Edited: May 19, 2023, 2:37 pm ",You 0w0 AClown
Gracie_Freeman,"May 19, 2023, 2:37 pm ",>1196 SilverBishop:  haha same that how my ex was but ig i saw over his mask wont get personal about it tho
AClown,"May 19, 2023, 2:38 pm ",>1199 SilverBishop:  Oh.. but we literally met like two days ago..?
SilverBishop,"May 19, 2023, 2:39 pm ",The only person I got personal with here was Arash and AClown
SilverBishop,"May 19, 2023, 2:39 pm ",>1201 AClown:  It takes a day for most people XD
AClown,"May 19, 2023, 2:39 pm ",And besides- I'd ((probably/probably not)) tell you about myself if you just asked- ... maybe idk-
Gracie_Freeman,"May 19, 2023, 2:39 pm ",swweet araysh. the only one who knew my life on here and understood and comforted me
AClown,"May 19, 2023, 2:40 pm ",>1203 SilverBishop:  Seriously-?
Shaarkboy,"May 19, 2023, 2:40 pm ","HAAAAAAAAAA HAAAAAAAAAAAAAAAA this is abinadiyinyang -I'm having soo much fun by the way I am strait I don't swing that way its just soo fun to tees you all- but, everything else is true (Gives shark back the computer)"
SilverBishop,"May 19, 2023, 2:41 pm ",>1207 Shaarkboy:  I FUCKING KNEW IT
SilverBishop,"May 19, 2023, 2:41 pm ",Theres no way he scrolled that far up ik ittttt!
Gracie_Freeman,"May 19, 2023, 2:41 pm ",*watches aclown and Silver* UwU Adorable!!!!
AClown,"May 19, 2023, 2:41 pm ",((Welp- Idek abinadiyinyang's gender/pronouns so...))
Gracie_Freeman,"May 19, 2023, 2:42 pm ",Single is the best for me but aclown you and silver would be cute
ruby_x1,"May 19, 2023, 2:43 pm ",">1205 Gracie_Freeman:  awww thats nice of her, shes a really good person ^^"
AClown,"May 19, 2023, 2:43 pm ",">1212 Gracie_Freeman:  Oh, well thank you but I'm taken ^^"""
ruby_x1,"May 19, 2023, 2:44 pm ",help I just saw someone get punched in the face-
AClown,"May 19, 2023, 2:45 pm ",OOP- ME PERSONALLY I'D KINDA AVOID THAT AND WALK AWAY
SilverBishop,"May 19, 2023, 2:45 pm ",>1214 AClown:  NOt surprised TvT
SilverBishop,"May 19, 2023, 2:45 pm ",>1216 AClown:  Nah I'd join in randomly just to confuse them :)
Gracie_Freeman,"May 19, 2023, 2:45 pm ",>1213 ruby_x1:  she really is
AClown,"May 19, 2023, 2:45 pm ",>1217 SilverBishop:  Why's that?
Gracie_Freeman,"May 19, 2023, 2:45 pm ",>1214 AClown:  dang rejected silver like that
SilverBishop,"May 19, 2023, 2:46 pm ",>1219 Gracie_Freeman:  I miss her TwT
AClown,"Edited: May 19, 2023, 2:46 pm ",This message has been deleted by its author.
Gracie_Freeman,"May 19, 2023, 2:46 pm ",>1218 SilverBishop:  id be the one that tries breakin it up and ends up fighting
Gracie_Freeman,"May 19, 2023, 2:46 pm ",>1222 SilverBishop:  me toooooooo
ruby_x1,"May 19, 2023, 2:47 pm ",aughhhhh I don't know what to do
SilverBishop,"May 19, 2023, 2:47 pm ",>1220 AClown:  Your kinda perfect in my opinion or point of view you handle things well even under pressure and your cheerful kind memorable so ofc you'd have someone and that make me happy :)
AClown,"May 19, 2023, 2:47 pm ",>1221 Gracie_Freeman:  Not intentionally- I've just been in my relationship longer than I've known Silver- Shoulda came by earlier/hj/j
AClown,"May 19, 2023, 2:48 pm ",>1227 SilverBishop:  Oh- Well uhh... Him and I go on *weeks* without talking since he's busy. ;-;
AClown,"May 19, 2023, 2:49 pm ",>1226 ruby_x1:  Same- ;-;
Shaarkboy,"May 19, 2023, 2:49 pm ",">1209 SilverBishop:  Abinadiyinyang: by the way bro Aclown, good choice/also I may not comfort you or know your life but I do understand you, and love you like a brother because you comforted me, and I want you to know .. no I want all of you to know your not alone.(ps I'll miss you guys lots😭😭😭) -(reluctantly hands over the computer for the last time to shaarkboy)"
Gracie_Freeman,"May 19, 2023, 2:49 pm ",>1227 SilverBishop:  Aweeee
Gracie_Freeman,"May 19, 2023, 2:50 pm ",>1228 AClown:  haha lol poor silver
Gracie_Freeman,"May 19, 2023, 2:50 pm ",>1229 AClown:  what
Gracie_Freeman,"May 19, 2023, 2:50 pm ",>1231 Shaarkboy:  aweeeee
SilverBishop,"May 19, 2023, 2:51 pm ",>1228 AClown:  Wha- any earlier and you'd be dating some hospitalised guy- when I get my phone I'll show ya
AClown,"May 19, 2023, 2:51 pm ",">1231 Shaarkboy:  Oh, thank you :) Love you 🫶🫶"
AClown,"May 19, 2023, 2:52 pm ",>1234 Gracie_Freeman:  That was me telling y'all that my boyfriend and I go literally weeks without talking- like we didnt even talk on our 10 months-
Shaarkboy,"May 19, 2023, 2:53 pm ","abinadiyinyang left, he gone"
AClown,"May 19, 2023, 2:53 pm ",>1236 SilverBishop:  maybe like end of January of 2022- 'Cause I met him at the end of March-
AClown,"May 19, 2023, 2:54 pm ",">1239 Shaarkboy:  YOU CAN TELL HIM I LOVE HIM STILL, CAN'T YOU???"
Gracie_Freeman,"May 19, 2023, 2:54 pm ",>1238 AClown:  wtfffff i couldnt
AClown,"May 19, 2023, 2:54 pm ",OMG I CAN GO HOME AND SLEEP IN 10 MINUTES
Shaarkboy,"May 19, 2023, 2:55 pm ",Hi everybody :)
AClown,"May 19, 2023, 2:55 pm ",>1242 Gracie_Freeman:  I'm used to it lol it's been going on for 7 months??
Gracie_Freeman,"May 19, 2023, 2:55 pm ",>1243 AClown:  oml lmao
AClown,"May 19, 2023, 2:55 pm ",>1244 Shaarkboy:  HI :)
ruby_x1,"May 19, 2023, 2:56 pm ",the fight was crazy they nearly knocked me out bro- theyre in big trouble now...
Gracie_Freeman,"May 19, 2023, 2:56 pm ",*wraps myself in a blanket* its cold what the flip
AClown,"May 19, 2023, 2:56 pm ",Y'all make school worth going though fr
Shaarkboy,"May 19, 2023, 2:56 pm ",>1241 AClown:  ye shur
Gracie_Freeman,"May 19, 2023, 2:56 pm ",>1248 ruby_x1:  ive never been caught in a fight
AClown,"May 19, 2023, 2:56 pm ",>1248 ruby_x1:  OOP
ruby_x1,"Edited: May 19, 2023, 3:00 pm ",>1252 Gracie_Freeman:  first time for me...yeah no next time I'm running farrrr away
ruby_x1,"May 19, 2023, 2:59 pm ",I was just trying to help and the guy got really pissed
Gracie_Freeman,"May 19, 2023, 3:00 pm ",>1254 ruby_x1:  Itll be alright *laughs*
AClown,"May 19, 2023, 3:01 pm ","WHICH ONE OF YOU KEPT ""SKIPPING"" ME ON BOGER?? That was rude :("
Gracie_Freeman,"May 19, 2023, 3:01 pm ",>1255 ruby_x1:  yeah dont ever interrupt fight bc theres always a reason thats why i fight bc i got reasons
Gracie_Freeman,"May 19, 2023, 3:01 pm ",>1257 AClown:  not even on right now
AClown,"May 19, 2023, 3:02 pm ",>1259 Gracie_Freeman:  Oh- Well I'm just tryna figure out *who* it was ;w;
AClown,"May 19, 2023, 3:02 pm ",I leave in two minutes
Gracie_Freeman,"May 19, 2023, 3:02 pm ",well dont blame is all
Gracie_Freeman,"May 19, 2023, 3:03 pm ",>1261 AClown:  have a good day i mean sleep
ruby_x1,"May 19, 2023, 3:03 pm ",>1256 Gracie_Freeman:  I hope so..
ruby_x1,"May 19, 2023, 3:03 pm ",">1257 AClown:  not me, sorry about that :c"
AClown,"May 19, 2023, 3:04 pm ",>1262 Gracie_Freeman:  I wasn't necessarily blaming anyone? I was just asking which one of *you* did it- (which is putting the blame on *all* of you and it could've been some stranger) but they kinda typed like Abinadiyinyang- but they aren't on so...)
ruby_x1,"May 19, 2023, 3:04 pm ",>1258 Gracie_Freeman:  no one was stopping it infact they were encouraging it but yeah next time I'm not getting involved
Gracie_Freeman,"May 19, 2023, 3:05 pm ",>1266 AClown:  Haha i meant to put dont blame is why i said that
Shaarkboy,"May 19, 2023, 3:26 pm ",How is everybody?
Holypochita,"May 19, 2023, 3:27 pm ",bored -.-
Shaarkboy,"May 19, 2023, 3:30 pm ",Why?
Gracie_Freeman,"May 19, 2023, 3:30 pm ",anyone wanna zoom?
Holypochita,"May 19, 2023, 3:30 pm ",school
Shaarkboy,"May 19, 2023, 3:31 pm ",Zoom?
Gracie_Freeman,"May 19, 2023, 3:32 pm ",zoom video chat
Shaarkboy,"May 19, 2023, 3:32 pm ",School can be boring if u ain't interested in on what u are learning. lmao
Holypochita,"Edited: May 19, 2023, 3:34 pm ",>1276 Shaarkboy:  True and I can't zoom
Gracie_Freeman,"May 19, 2023, 3:34 pm ",dang
Shaarkboy,"May 19, 2023, 3:34 pm ",I can't Zoom.
Gracie_Freeman,"May 19, 2023, 3:34 pm ",shark what do you look like? If anyone wanna see what i look like dm my hideousness on photos but its on my profile
Shaarkboy,"May 19, 2023, 3:35 pm ",>1280 Gracie_Freeman:  Me or my character?
Shaarkboy,"May 19, 2023, 3:38 pm ",">1280 Gracie_Freeman:  I'm White, I have Hazel eyes, Brown hair, Freckles on my face and I have a Jewish nose. :)"
Shaarkboy,"May 19, 2023, 3:38 pm ",O! And I have elf ears. lol
Gracie_Freeman,"May 19, 2023, 3:40 pm ",>1283 Shaarkboy:  irl i mean
Shaarkboy,"May 19, 2023, 3:42 pm ",>1284 Gracie_Freeman:  I thought so. I gave u my description on me. O! and I'm a male. :)
Shaarkboy,"May 19, 2023, 3:44 pm ",I'm from MD. But I was born and raise in Tampa FL. I have a pet alligator down there. Her name is Alley. :)
Gracie_Freeman,"May 19, 2023, 3:45 pm ",you can just see what i look like on my profile lol i live in Texas but i was born and raised on Dead mans curve louisiana
Shaarkboy,"May 19, 2023, 3:48 pm ",I'm single and I'm 31 years old. I'm a Sergent w/a K9 dog name Shadow. I have been a police officer for 5 years straight. I love Woman and music. I love to role play a lot and I like to play war games too. :)
Shaarkboy,"May 19, 2023, 3:48 pm ",Nice
Shaarkboy,"May 19, 2023, 3:50 pm ",Dead man curve is where the professional man of all voices of Cartoons died at.
Shaarkboy,"May 19, 2023, 3:51 pm ",Looney toons
Gracie_Freeman,"May 19, 2023, 3:55 pm ",Im 15 and im in air force patrol and i work at shogrys atv and dritbike repair shop i have 8 dogs
Shaarkboy,"May 19, 2023, 3:55 pm ",Well I'm going to play some games. Tc everybody. Ty for having me here. :)
Gracie_Freeman,"May 19, 2023, 3:55 pm ",single ummm and play all sports except golf and tennis
Gracie_Freeman,"May 19, 2023, 3:56 pm ",And dead mans curve is called this bc its a sharp turn and a lot of people have died there. you gotta know how to drive on it is all
Shaarkboy,"May 19, 2023, 3:56 pm ",I play Football and I go fishing. Those are my sports.
Shaarkboy,"May 19, 2023, 3:56 pm ",True
SilverBishop,"May 19, 2023, 4:01 pm ",>1288 Shaarkboy:  What rank is before a sergeant =w=
Gracie_Freeman,"May 19, 2023, 4:03 pm ",>1296 Shaarkboy:  we should fish tg sometime i love fishing
Gracie_Freeman,"May 19, 2023, 4:04 pm ",>1298 SilverBishop:  the staff sergeant
SilverBishop,"May 19, 2023, 4:04 pm ",Are you guys making fun of the military or something?
Gracie_Freeman,"May 19, 2023, 4:05 pm ",well in police i think it is but in the airforce the highest is the general. and im a captain
SilverBishop,"May 19, 2023, 4:06 pm ",>1300 Gracie_Freeman:  Good job you looked it up now what is before a staff sergeant?
Gracie_Freeman,"May 19, 2023, 4:08 pm ",>1303 SilverBishop:  nah i look up police rank lmao bc ik nothing about them i only know air force ranking
SilverBishop,"Edited: May 19, 2023, 4:09 pm ",Honestly I'm getting triggered rn there's no way bc you can't even do Rotc until your 16 are your lying there's no way your a captain-
Gracie_Freeman,"May 19, 2023, 4:09 pm ",wait a minute the rank after sergeant is actually liutenent colonel
SilverBishop,"May 19, 2023, 4:09 pm ",I'm an actual E4 in the military I earned my ranks are you impersonating an officer
Gracie_Freeman,"May 19, 2023, 4:09 pm ",>1305 SilverBishop:  Air force patrol not actually air force it just gets me ready for the AF
Gracie_Freeman,"May 19, 2023, 4:10 pm ",>1307 SilverBishop:  huh no im not im in the Air force patrol nothing else i mean i work at shogry but that it
SilverBishop,"May 19, 2023, 4:10 pm ",>1308 Gracie_Freeman:  You mean Cadets?
Gracie_Freeman,"May 19, 2023, 4:12 pm ",>1310 SilverBishop:  yes but you get ranks in Air force patrol
SilverBishop,"May 19, 2023, 4:15 pm ",k I was just making sure you weren't joking....
SilverBishop,"May 19, 2023, 4:16 pm ",I take the military seriously
AClown,"May 19, 2023, 4:16 pm ",Hello! ^^
Gracie_Freeman,"May 19, 2023, 4:17 pm ",>1313 SilverBishop:  Dangggg i take air force patrol seriously
AClown,"May 19, 2023, 4:17 pm ",I Said Iw as gonna go to sleep but idk- my head he won’t let me (plus my ferret keeps biting me 😭😭)
Gracie_Freeman,"May 19, 2023, 4:17 pm ",>1314 AClown:  i thought you went to sleep
Gracie_Freeman,"May 19, 2023, 4:17 pm ",>1316 AClown:  lmao
AClown,"May 19, 2023, 4:17 pm ",>1317 Gracie_Freeman:  I couldn’t :( ALSO ALSO!! ADD ME!!
SilverBishop,"May 19, 2023, 4:19 pm ",>1315 Gracie_Freeman:  Do you have your military certification? and your Cnc?
Gracie_Freeman,"May 19, 2023, 4:21 pm ",cant get my certificate till im 17 and i get my CNC when im 18
Gracie_Freeman,"May 19, 2023, 4:22 pm ",>1319 AClown:  on
AClown,"May 19, 2023, 4:22 pm ",((Clearly not my type of convo… so I’ll dip out this one lmao- Have fun though ^^))
AClown,"May 19, 2023, 4:22 pm ",>1322 Gracie_Freeman:  OH Discord? Here? Idc tbh- or give me your snap?? (Again-)
Gracie_Freeman,"May 19, 2023, 4:23 pm ",hold on Aclown add you on what
Gracie_Freeman,"May 19, 2023, 4:23 pm ",my snap is grafreeman38
SilverBishop,"May 19, 2023, 4:23 pm ",>1323 AClown:  I'll drop the convo I just get mad over military things
Gracie_Freeman,"May 19, 2023, 4:25 pm ",why you mad im being honest
SilverBishop,"May 19, 2023, 4:26 pm ",Shark joking around about him being a 37 year old sergeant
AClown,"May 19, 2023, 4:26 pm ",>1327 SilverBishop:  sorry.
SilverBishop,"May 19, 2023, 4:26 pm ",I've lost to much from the military-
SilverBishop,"May 19, 2023, 4:27 pm ",>1330 AClown:  For what?
Gracie_Freeman,"May 19, 2023, 4:27 pm ",yeah lol that kinda scared me ngl
Gracie_Freeman,"May 19, 2023, 4:27 pm ",same except for the AF and i lost my bsf in the army
SilverBishop,"May 19, 2023, 4:28 pm ",>1334 Gracie_Freeman:  I lost my father I'm going to be better than him I swear
AClown,"May 19, 2023, 4:28 pm ",">1332 SilverBishop:  I don’t know, you’re getting mad and I just have a terrible habit of saying sorry when I shouldn’t I guess?"
SilverBishop,"May 19, 2023, 4:30 pm ",My real father left me when I was younger my step father came along and left just as he came to be my new father he left me- just to die on the battlefield
SilverBishop,"May 19, 2023, 4:30 pm ",>1336 AClown:  What? I'm not getting mad at you well rn I'm not even mad-
SilverBishop,"May 19, 2023, 4:31 pm ",qwq
Gracie_Freeman,"May 19, 2023, 4:31 pm ",>1335 SilverBishop:  im tryna beat my mom reputation everyone believes ill end up like her
SilverBishop,"May 19, 2023, 4:31 pm ",My mom was air force but only cadets
SilverBishop,"May 19, 2023, 4:32 pm ",So AClown how are you rn?
SilverBishop,"May 19, 2023, 4:32 pm ",Wait are you at your house rn?
Gracie_Freeman,"May 19, 2023, 4:32 pm ",my mom chose men and drugs over me and my family and has been in and out of my life since 4. and when i was born she was homeless and when i was 3 she sold me to men for drugs but got me bk eachtime
SilverBishop,"May 19, 2023, 4:34 pm ",>1344 Gracie_Freeman:  OK WTF lets drop this subject
Gracie_Freeman,"May 19, 2023, 4:37 pm ",my bad
SilverBishop,"May 19, 2023, 4:38 pm ",It's fine-
Gracie_Freeman,"May 19, 2023, 4:39 pm ",ima just leave now i feel awkward
SilverBishop,"May 19, 2023, 4:40 pm ",Wait- Don't-
SilverBishop,"May 19, 2023, 4:40 pm ",Your fine lets just talk about something else- What are you planning to do later?
Gracie_Freeman,"May 19, 2023, 4:40 pm ",Why? its awkward now
SilverBishop,"May 19, 2023, 4:41 pm ",Dammit Gracie it's not awkward it's sad- I feel bad for you
SilverBishop,"May 19, 2023, 4:42 pm ",I want to talk to you is all
SilverBishop,"May 19, 2023, 4:47 pm ",Nvm...
ruby_x1,"May 19, 2023, 4:55 pm ",oh damn.. y'all alright?
ruby_x1,"May 19, 2023, 4:57 pm ",I'm here if y'all need to talk to someone just lmk I won't judge you or anything
Sxkurablossom,"May 19, 2023, 4:58 pm ",this is a deep conversation-
ruby_x1,"May 19, 2023, 5:00 pm ",>1344 Gracie_Freeman:  aww no I'm so so sorry thats terrible no one deserves that treatment
ruby_x1,"May 19, 2023, 5:01 pm ",yeah it is..
Sxkurablossom,"May 19, 2023, 5:02 pm ",should I leave-
Sxkurablossom,"Edited: May 19, 2023, 5:04 pm ",This message has been deleted by its author.
Holypochita,"May 19, 2023, 5:10 pm ","I’m bored, what are you guys doing right now?"
ruby_x1,"May 19, 2023, 5:15 pm ",>1360 Sxkurablossom:  yeah if you want-
ruby_x1,"May 19, 2023, 5:16 pm ",>1362 Holypochita:  my whole class was taking a nap and I decided to go on scaring ppl lol
ruby_x1,"May 19, 2023, 5:19 pm ",it has been a crazyyy day for me
AClown,"May 19, 2023, 5:24 pm ",Hi
ruby_x1,"May 19, 2023, 5:36 pm ",hey :)
AClown,"May 19, 2023, 5:51 pm ",Sorry for my late ahh response.. how’re you though..?
Gracie_Freeman,"May 19, 2023, 5:56 pm ",Back I got outta school
ruby_x1,"May 19, 2023, 6:01 pm ",">1368 AClown:  no worries,you good..? I'm pretty good thanks,wbu?"
ruby_x1,"May 19, 2023, 6:04 pm ",>1369 Gracie_Freeman:  hi
AClown,"May 19, 2023, 6:05 pm ",">1370 ruby_x1:  oh yeah, I’m fine! :) just wanna sleep tbh but can’t lol- I’m glad you’re doing good though!"
AClown,"May 19, 2023, 6:05 pm ",>1369 Gracie_Freeman:  How was school?
ruby_x1,"May 19, 2023, 6:19 pm ",">1372 AClown:  okay, I desperately need it but the caffeine has kept me from it (I love coffee sm.) yupp I am, hopefully you get sleep soon enough"
AClown,"May 19, 2023, 6:21 pm ",>1374 ruby_x1:  I probably will lol but I slept all day yesterday so that’s probably why I won’t sleep- Hopefully you’ll sleep soon too!
Gracie_Freeman,"May 19, 2023, 6:30 pm ",I’m back
AClown,"May 19, 2023, 6:47 pm ",>1376 Gracie_Freeman:  Oh hi!
ruby_x1,"May 19, 2023, 7:10 pm ",>1375 AClown:  ohh thats why lmao I could try to sleep all day but I can't... I can stay up for almost 24hrs though thanks I hope i do :)
ruby_x1,"May 19, 2023, 7:11 pm ",>1376 Gracie_Freeman:  hi againnn
AClown,"May 19, 2023, 8:49 pm ",HI LOSER/j
ruby_x1,"May 19, 2023, 11:10 pm ",OH HI-
AClown,"May 22, 2023, 8:16 am ",Hello-
AClown,"May 22, 2023, 8:17 am ",WAIT NO- GOOD MORNING!!
SilverBishop,"May 22, 2023, 9:29 am ",Three and a half days till I get my phone bruh apparently they moved the date further backkkkk DAMMIT
Sxkurablossom,"May 22, 2023, 9:44 am ",am I late-
SilverBishop,"May 22, 2023, 9:45 am ",Hm?
SilverBishop,"May 22, 2023, 9:46 am ",For what???
Sxkurablossom,"May 22, 2023, 9:47 am ",all the chat
SilverBishop,"May 22, 2023, 9:48 am ",Nah not really-
Sxkurablossom,"May 22, 2023, 9:49 am ",mkk and good morning/good evening
SilverBishop,"May 22, 2023, 9:52 am ",Gm to you as well ma'am!~
Sxkurablossom,"Edited: May 22, 2023, 9:56 am ",how are you today ^^
Gracie_Freeman,"May 22, 2023, 10:26 am ",gm everyone!
Sxkurablossom,"May 22, 2023, 10:26 am ",morning Gracie ^^
Gracie_Freeman,"May 22, 2023, 10:28 am ",morning sakura
Sxkurablossom,"May 22, 2023, 10:29 am ",how are you today
Gracie_Freeman,"May 22, 2023, 10:32 am ",eh i visited my mom in the hospital
SilverBishop,"May 22, 2023, 10:36 am ",My dad's leaving for his unit june 1st TvT
Gracie_Freeman,"May 22, 2023, 10:37 am ",well i wish him luck ig lol
AClown,"May 22, 2023, 11:05 am ",Hello :)
SilverBishop,"May 22, 2023, 11:06 am ",Bruh every time I rp it turns into a romance TwT
AClown,"May 22, 2023, 11:06 am ",Oop- (Last time I roleplayed it turned sexual-)
Gracie_Freeman,"May 22, 2023, 11:09 am ",same here
SilverBishop,"May 22, 2023, 11:11 am ","Uh- well- I have someones number from last time it got ""Sexual"" In a rp-"
AClown,"May 22, 2023, 11:11 am ","(The thing was, I said I was uncomfortable with it and they *still* continued. (Okay, with AI bots it's a different story-))"
Gracie_Freeman,"May 22, 2023, 11:12 am ",Haha im usually doing sum stupid on rp and the other person turns it sexual
SilverBishop,"May 22, 2023, 11:14 am ",>1405 AClown:  You enjoy Ai rp-
ruby_x1,"May 22, 2023, 11:14 am ",exactly my caseeee
AClown,"May 22, 2023, 11:15 am ",Dang they really took advantage of that moment- Sounds like somehting I'd read on tumblr/wattpad tbh-
SilverBishop,"May 22, 2023, 11:15 am ",Odd but i've heard and seem worse-
SilverBishop,"May 22, 2023, 11:15 am ",>1409 AClown:  Are you talking about the rp?-
AClown,"May 22, 2023, 11:16 am ",>1407 SilverBishop:  YES??? MANJIRO 'MIKEY' SANO??? HELLO???
ruby_x1,"May 22, 2023, 11:16 am ",>1409 AClown:  oh nah wattpad is way more wild-
SilverBishop,"May 22, 2023, 11:17 am ",>1412 AClown:  Eh- not my cup of tea-
SilverBishop,"May 22, 2023, 11:18 am ",MIKEY FROM TOKYO AVENGERS BRUH on I have a friend who looks like him XD
AClown,"May 22, 2023, 11:19 am ",>1413 ruby_x1:  BUT WITH SEXUAL THINGS IT'S DEFINITELY TUMBLR BECAUSE LIKE- KINKTOBER??? OMG-
ruby_x1,"May 22, 2023, 11:19 am ",*Revengers
AClown,"May 22, 2023, 11:19 am ",>1415 SilverBishop:  REAL?????
SilverBishop,"May 22, 2023, 11:20 am ",>1417 ruby_x1:  My bad just watched avengers end game like 10 mins ago-
SilverBishop,"May 22, 2023, 11:20 am ",>1418 AClown:  Yeah His names Caleb Orr
AClown,"May 22, 2023, 11:21 am ",>1414 SilverBishop:  Not YOUR cup of tea but is MAJORLY MINE-
SilverBishop,"May 22, 2023, 11:21 am ",I'll give you his discord if you want
SilverBishop,"May 22, 2023, 11:21 am ",Wanna see something funny?
AClown,"May 22, 2023, 11:22 am ",>1422 SilverBishop:  I'll pass lmao
AClown,"May 22, 2023, 11:22 am ",>1423 SilverBishop:  Sure??
SilverBishop,"May 22, 2023, 11:23 am ",https://diamondpaintkit.com/wp-content/uploads/2021/11/Davion-Dota-Game-diamond-...
SilverBishop,"May 22, 2023, 11:23 am ",Trust-
SilverBishop,"May 22, 2023, 11:24 am ",This is the anime I'm in XD
ruby_x1,"May 22, 2023, 11:32 am ",>1416 AClown:  I'm tempted to check it out now but yeah no I'm good-
AClown,"May 22, 2023, 11:33 am ",>1426 SilverBishop:  lmao my school has it blocked
SilverBishop,"May 22, 2023, 11:34 am ",TwT
AClown,"May 22, 2023, 11:34 am ",>1429 ruby_x1:  PLEASE- IT'S SO GOOD!!
ruby_x1,"May 22, 2023, 11:34 am ",">1419 SilverBishop:  oh lmao its okay, how was ittt?"
AClown,"May 22, 2023, 11:34 am ",Bro I just had the weirdest interaction on Boger...
SilverBishop,"May 22, 2023, 11:36 am ",>1433 ruby_x1:  Seen it like 12 times already-
SilverBishop,"May 22, 2023, 11:36 am ",>1434 AClown:  I'm intrigued
AClown,"May 22, 2023, 11:37 am ",">1436 SilverBishop:  Uhm just someone trying to say the ""n"" word (yk) then proceeds to tell me they are old enough to have a child- then got mad at me after I skipped them like 5 times-"
ruby_x1,"May 22, 2023, 11:37 am ",>1432 AClown:  NOO AUGHHAJVLULVUVBXCWKAR
Sxkurablossom,"Edited: May 22, 2023, 11:37 am ",This message has been deleted by its author.
Sxkurablossom,"May 22, 2023, 11:37 am ",damn-
ruby_x1,"May 22, 2023, 11:38 am ",>1435 SilverBishop:  WHAT WHAAT NO WAY
AClown,"May 22, 2023, 11:38 am ",">1438 ruby_x1:  NO YOU DON'T UNDERSTAND- THAT IS.. well no it's not my ""fuel to keep on living"" BUT it is pretty close thank you- probably number 8 (even though idk what 2-7 are..)"
SilverBishop,"May 22, 2023, 11:39 am ",>1441 ruby_x1:  ?
AClown,"May 22, 2023, 11:40 am ",>1443 SilverBishop:  I think they are shocked you've seen it that much-
SilverBishop,"May 22, 2023, 11:40 am ",Kinky-
Sxkurablossom,"Edited: May 22, 2023, 11:46 am ",This message has been deleted by its author.
SilverBishop,"May 22, 2023, 11:40 am ",Bruh walked in on a friend doing bondage on his girl yesterday-
SilverBishop,"May 22, 2023, 11:41 am ",No longer my friend he asked me to join-
Sxkurablossom,"Edited: May 22, 2023, 11:45 am ",This message has been deleted by its author.
AClown,"May 22, 2023, 11:41 am ",>1447 SilverBishop:  BRO WHAT- NAHHH-
SilverBishop,"May 22, 2023, 11:42 am ",>1450 AClown:  Dear god he looked desperate-
SilverBishop,"May 22, 2023, 11:43 am ",I was using his shower i'm known for taking long showers due to being big I have alot to clean so he took it upon himself to knock up his girl TvT
AClown,"May 22, 2023, 11:43 am ",>1451 SilverBishop:  WDYM????
Sxkurablossom,"May 22, 2023, 11:43 am ",go get a crucifix
SilverBishop,"May 22, 2023, 11:45 am ",>1453 AClown:  For me to JOIN
ruby_x1,"May 22, 2023, 11:49 am ",">1442 AClown:  I think I understand pretty well lol that was jst me fighting my temptation, oh okay gtk- its a list of kinks, right?"
Sxkurablossom,"May 22, 2023, 11:50 am ",
ruby_x1,"May 22, 2023, 11:51 am ",YO GIVE ME SOME TOO
AClown,"May 22, 2023, 11:51 am ",>1455 SilverBishop:  OH- I MEAN IF THEY WERE BOTH HOT..??/J/J
AClown,"May 22, 2023, 11:52 am ",>1456 ruby_x1:  Yes- mostly- it's like a specific king for each day-
SilverBishop,"May 22, 2023, 11:52 am ",>1459 AClown:  Nah I just wasn't in the mood at the time~/JJJJ
Sxkurablossom,"May 22, 2023, 11:52 am ",lmao theres plenty to pass around
ruby_x1,"May 22, 2023, 11:54 am ",lmfaooo thanksss
